mouse_moves,mouse_clicks,keystrokes,scrolls,time_spent,label
622,4,152,1,630,1
642,10,297,6,657,1
1765,170,647,163,1311,0
1855,177,835,174,1960,0
1690,163,648,158,1572,0
1825,174,820,171,1935,0
1755,168,658,163,1588,0
634,4,154,3,646,1
618,3,151,1,625,1
648,10,300,6,663,1
624,4,152,1,632,1
644,10,298,6,659,1
1770,171,649,164,1314,0
1860,178,838,174,1965,0
1695,163,650,158,1576,0
1830,175,822,171,1940,0
1760,169,660,164,1592,0
636,4,155,3,648,1
620,3,152,1,627,1
650,10,301,6,665,1
626,4,153,1,634,1
646,10,299,6,661,1
1775,171,651,164,1317,0
1865,178,840,175,1970,0
1700,164,652,159,1580,0
1835,175,825,172,1945,0
1765,169,662,164,1596,0
638,4,155,3,650,1
622,3,152,1,629,1
652,10,302,6,667,1
628,4,153,1,636,1
648,10,300,6,663,1
1780,172,653,165,1320,0
1870,179,842,175,1975,0
1705,164,654,159,1584,0
1840,176,828,172,1950,0
1770,170,664,165,1600,0
640,4,156,3,652,1
624,3,153,1,631,1
654,10,303,6,669,1
630,4,154,1,638,1
650,10,301,6,665,1
1785,172,655,165,1323,0
1875,179,845,176,1980,0
1710,165,656,160,1588,0
1845,176,830,173,1955,0
1775,170,666,165,1604,0
642,4,156,3,654,1
626,3,153,1,633,1
656,10,304,6,671,1
632,4,154,1,640,1
652,10,302,6,667,1
1790,173,657,166,1326,0
1880,180,848,176,1985,0
1715,165,658,160,1592,0
1850,177,832,173,1960,0
1780,171,668,166,1608,0
644,4,157,3,656,1
628,3,154,1,635,1
658,10,305,6,673,1
634,4,155,1,642,1
654,10,303,6,669,1
1795,173,659,166,1329,0
1885,180,850,177,1990,0
1720,166,660,161,1596,0
1855,177,835,174,1965,0
1785,171,670,166,1612,0
646,4,157,3,658,1
630,3,154,1,637,1
660,10,306,6,675,1
636,4,155,1,644,1
656,10,304,6,671,1
1800,174,661,167,1332,0
1890,181,852,177,1995,0
1725,166,662,161,1600,0
1860,178,838,174,1970,0
1790,172,672,167,1616,0
648,4,158,3,660,1
632,3,155,1,639,1
662,10,307,6,677,1
638,4,156,1,646,1
658,10,305,6,673,1
1805,174,663,167,1335,0
1895,181,855,178,2000,0
1730,167,664,162,1604,0
1865,178,840,175,1975,0
1795,172,674,167,1620,0
650,4,158,3,662,1
634,3,155,1,641,1
664,10,308,6,679,1
640,4,156,1,648,1
660,10,306,6,675,1
1810,175,665,168,1338,0
1900,182,858,178,2005,0
1735,167,666,162,1608,0
1870,179,842,175,1980,0
1800,173,676,168,1624,0
652,4,159,3,664,1
636,3,156,1,643,1
666,10,309,6,681,1
642,4,157,1,650,1
662,10,307,6,677,1
1815,175,667,168,1341,0
1905,182,860,179,2010,0
1740,168,668,163,1612,0
1875,179,845,176,1985,0
1805,173,678,168,1628,0
654,4,159,3,666,1
638,3,156,1,645,1
668,10,310,6,683,1
644,4,157,1,652,1
664,10,308,6,679,1
1820,176,669,169,1344,0
1910,183,862,179,2015,0
1745,168,670,163,1616,0
1880,180,848,176,1990,0
1810,174,680,169,1632,0
656,4,160,3,668,1
640,3,157,1,647,1
670,10,311,6,685,1
646,4,158,1,654,1
666,10,309,6,681,1
1825,176,671,169,1347,0
1915,183,865,180,2020,0
1750,169,672,164,1620,0
1885,180,850,177,1995,0
1815,174,682,169,1636,0
658,4,160,3,670,1
642,3,157,1,649,1
672,10,312,6,687,1
648,4,158,1,656,1
668,10,310,6,683,1
1830,177,673,170,1350,0
1920,184,868,180,2025,0
1755,169,674,164,1624,0
1890,181,852,177,2000,0
1820,175,684,170,1640,0
660,4,161,3,672,1
644,3,158,1,651,1
674,10,313,6,689,1
650,4,159,1,658,1
670,10,311,6,685,1
1835,177,675,170,1353,0
1925,184,870,181,2030,0
1760,170,676,165,1628,0
1895,181,855,178,2005,0
1825,175,686,170,1644,0
662,4,161,3,674,1
646,3,158,1,653,1
676,10,314,6,691,1
652,4,159,1,660,1
672,10,312,6,687,1
1840,178,677,171,1356,0
1930,185,872,181,2035,0
1765,170,678,165,1632,0
1900,182,858,178,2010,0
1830,176,688,171,1648,0
664,4,162,3,676,1
648,3,159,1,655,1
678,10,315,6,693,1
654,4,160,1,662,1
674,10,313,6,689,1
1845,178,679,171,1359,0
1935,185,875,182,2040,0
1770,171,680,166,1636,0
1905,182,860,179,2015,0
1835,176,690,171,1652,0
666,4,162,3,678,1
650,3,159,1,657,1
680,10,316,6,695,1
656,4,160,1,664,1
676,10,314,6,691,1
1850,179,681,172,1362,0
1940,186,878,182,2045,0
1775,171,682,166,1640,0
1910,183,862,179,2020,0
1840,177,692,172,1656,0
668,4,163,3,680,1
652,3,160,1,659,1
682,10,317,6,697,1
658,4,161,1,666,1
678,10,315,6,693,1
1855,179,683,172,1365,0
1945,186,880,183,2050,0
1780,172,684,167,1644,0
1915,183,865,180,2025,0
1845,177,694,172,1660,0
670,4,163,3,682,1
654,3,160,1,661,1
684,10,318,6,699,1
660,4,161,1,668,1
680,10,316,6,695,1
1860,180,685,173,1368,0
1950,187,882,183,2055,0
1785,172,686,167,1648,0
1920,184,868,180,2030,0
1850,178,696,173,1664,0
672,4,164,3,684,1
656,3,161,1,663,1
686,10,319,6,701,1
662,4,162,1,670,1
682,10,317,6,697,1
1865,180,687,173,1371,0
1955,187,885,184,2060,0
1790,173,688,168,1652,0
1925,184,870,181,2035,0
1855,178,698,173,1668,0
674,4,164,3,686,1
658,3,161,1,665,1
688,10,320,6,703,1
664,4,162,1,672,1
684,10,318,6,699,1
1870,181,689,174,1374,0
1960,188,888,184,2065,0
1795,173,690,168,1656,0
1930,185,872,181,2040,0
1860,179,700,174,1672,0
676,4,165,3,688,1
660,3,162,1,667,1
690,10,321,6,705,1
666,4,163,1,674,1
686,10,319,6,701,1
1875,181,691,174,1377,0
1965,188,890,185,2070,0
1800,174,692,169,1660,0
1935,185,875,182,2045,0
1865,179,702,174,1676,0
678,4,165,3,690,1
662,3,162,1,669,1
692,10,322,6,707,1
668,4,163,1,676,1
688,10,320,6,703,1
1880,182,693,175,1380,0
1970,189,892,185,2075,0
1805,174,694,169,1664,0
1940,186,878,182,2050,0
1870,180,704,175,1680,0
680,4,166,3,692,1
664,3,163,1,671,1
694,10,323,6,709,1
670,4,164,1,678,1
690,10,321,6,705,1
1885,182,695,175,1383,0
1975,189,895,186,2080,0
1810,175,696,170,1668,0
1945,186,880,183,2055,0
1875,180,706,175,1684,0
682,4,166,3,694,1
666,3,163,1,673,1
696,10,324,6,711,1
672,4,164,1,680,1
692,10,322,6,707,1
1890,183,697,176,1386,0
1980,190,898,186,2085,0
1815,175,698,170,1672,0
1950,187,882,183,2060,0
1880,181,708,176,1688,0
684,4,167,3,696,1
668,3,164,1,675,1
698,10,325,6,713,1
674,4,165,1,682,1
694,10,323,6,709,1
1895,183,699,176,1389,0
1985,190,900,187,2090,0
1820,176,700,171,1676,0
1955,187,885,184,2065,0
1885,181,710,176,1692,0
686,4,167,3,698,1
670,3,164,1,677,1
700,10,326,6,715,1
676,4,165,1,684,1
696,10,324,6,711,1
1900,184,701,177,1392,0
1990,191,902,187,2095,0
1825,176,702,171,1680,0
1960,188,888,184,2070,0
1890,182,712,177,1696,0
688,4,168,3,700,1
672,3,165,1,679,1
702,10,327,6,717,1
678,4,166,1,686,1
698,10,325,6,713,1
1905,184,703,177,1395,0
1995,191,905,188,2100,0
1830,177,704,172,1684,0
1965,188,890,185,2075,0
1895,182,714,177,1700,0
690,4,168,3,702,1
674,3,165,1,681,1
704,10,328,6,719,1
680,4,166,1,688,1
700,10,326,6,715,1
1910,185,705,178,1398,0
2000,192,908,188,2105,0
1835,177,706,172,1688,0
1970,189,892,185,2080,0
1900,183,716,178,1704,0
692,4,169,3,704,1
676,3,166,1,683,1
706,10,329,6,721,1
682,4,167,1,690,1
702,10,327,6,717,1
1915,185,707,178,1401,0
2005,192,910,189,2110,0
1840,178,708,173,1692,0
1975,189,895,186,2085,0
1905,183,718,178,1708,0
694,4,169,3,706,1
678,3,166,1,685,1
708,10,330,6,723,1
684,4,167,1,692,1
704,10,328,6,719,1
1920,186,709,179,1404,0
2010,193,912,189,2115,0
1845,178,710,173,1696,0
1980,190,898,186,2090,0
1910,184,720,179,1712,0
696,4,170,3,708,1
680,3,167,1,687,1
710,10,331,6,725,1
686,4,168,1,694,1
706,10,329,6,721,1
1925,186,711,179,1407,0
2015,193,915,190,2120,0
1850,179,712,174,1700,0
1985,190,900,187,2095,0
1915,184,722,179,1716,0
698,4,170,3,710,1
682,3,167,1,689,1
712,10,332,6,727,1
688,4,168,1,696,1
708,10,330,6,723,1
1930,187,713,180,1410,0
2020,194,918,190,2125,0
1855,179,714,174,1704,0
1990,191,902,187,2100,0
1920,185,724,180,1720,0
700,4,171,3,712,1
684,3,168,1,691,1
714,10,333,6,729,1
690,4,169,1,698,1
710,10,331,6,725,1
1935,187,715,180,1413,0
2025,194,920,191,2130,0
1860,180,716,175,1708,0
1995,191,905,188,2105,0
1925,185,726,180,1724,0
702,4,171,3,714,1
686,3,168,1,693,1
716,10,334,6,731,1
692,4,169,1,700,1
712,10,332,6,727,1
1940,188,717,181,1416,0
2030,195,922,191,2135,0
1865,180,718,175,1712,0
2000,192,908,188,2110,0
1930,186,728,181,1728,0
704,4,172,3,716,1
688,3,169,1,695,1
718,10,335,6,733,1
694,4,170,1,702,1
714,10,333,6,729,1
1945,188,719,181,1419,0
2035,195,925,192,2140,0
1870,181,720,176,1716,0
2005,192,910,189,2115,0
1935,186,730,181,1732,0
706,4,172,3,718,1
690,3,169,1,697,1
720,10,336,6,735,1
696,4,170,1,704,1
716,10,334,6,731,1
1950,189,721,182,1422,0
2040,196,928,192,2145,0
1875,181,722,176,1720,0
2010,193,912,189,2120,0
1940,187,732,182,1736,0
708,4,173,3,720,1
692,3,170,1,699,1
722,10,337,6,737,1
698,4,171,1,706,1
718,10,335,6,733,1
1955,189,723,182,1425,0
2045,196,930,193,2150,0
1880,182,724,177,1724,0
2015,193,915,190,2125,0
1945,187,734,182,1740,0
710,4,173,3,722,1
694,3,170,1,701,1
724,10,338,6,739,1
700,4,171,1,708,1
720,10,336,6,735,1
1960,190,725,183,1428,0
2050,197,932,193,2155,0
1885,182,726,177,1728,0
2020,194,918,190,2130,0
1950,188,736,183,1744,0
712,4,174,3,724,1
696,3,171,1,703,1
726,10,339,6,741,1
702,4,172,1,710,1
722,10,337,6,737,1
1965,190,727,183,1431,0
2055,197,935,194,2160,0
1890,183,728,178,1732,0
2025,194,920,191,2135,0
1955,188,738,183,1748,0
714,4,174,3,726,1
698,3,171,1,705,1
728,10,340,6,743,1
704,4,172,1,712,1
724,10,338,6,739,1
1970,191,729,184,1434,0
2060,198,938,194,2165,0
1895,183,730,178,1736,0
2030,195,922,191,2140,0
1960,189,740,184,1752,0
716,4,175,3,728,1
700,3,172,1,707,1
730,10,341,6,745,1
706,4,173,1,714,1
726,10,339,6,741,1
1975,191,731,184,1437,0
2065,198,940,195,2170,0
1900,184,732,179,1740,0
2035,195,925,192,2145,0
1965,189,742,184,1756,0
718,4,175,3,730,1
702,3,172,1,709,1
732,10,342,6,747,1
708,4,173,1,716,1
728,10,340,6,743,1
1980,192,733,185,1440,0
2070,199,942,195,2175,0
1905,184,734,179,1744,0
2040,196,928,192,2150,0
1970,190,744,185,1760,0
720,4,176,3,732,1
704,3,173,1,711,1
734,10,343,6,749,1
710,4,174,1,718,1
730,10,341,6,745,1
1985,192,735,185,1443,0
2075,199,945,196,2180,0
1910,185,736,180,1748,0
2045,196,930,193,2155,0
1975,190,746,185,1764,0
722,4,176,3,734,1
706,3,173,1,713,1
736,10,344,6,751,1
712,4,174,1,720,1
732,10,342,6,747,1
1990,193,737,186,1446,0
2080,200,948,196,2185,0
1915,185,738,180,1752,0
2050,197,932,193,2160,0
1980,191,748,186,1768,0
724,4,177,3,736,1
708,3,174,1,715,1
738,10,345,6,753,1
714,4,175,1,722,1
734,10,343,6,749,1
1995,193,739,186,1449,0
2085,200,950,197,2190,0
1920,186,740,181,1756,0
2055,197,935,194,2165,0
1985,191,750,186,1772,0
726,4,177,3,738,1
710,3,174,1,717,1
740,10,346,6,755,1
716,4,175,1,724,1
736,10,344,6,751,1
2000,194,741,187,1452,0
2090,201,952,197,2195,0
1925,186,742,181,1760,0
2060,198,938,194,2170,0
1990,192,752,187,1776,0
728,4,178,3,740,1
712,3,175,1,719,1
742,10,347,6,757,1
718,4,176,1,726,1
738,10,345,6,753,1
2005,194,743,187,1455,0
2095,201,955,198,2200,0
1930,187,744,182,1764,0
2065,198,940,195,2175,0
1995,192,754,187,1780,0
730,4,178,3,742,1
714,3,175,1,721,1
744,10,348,6,759,1
720,4,176,1,728,1
740,10,346,6,755,1
2010,195,745,188,1458,0
2100,202,958,198,2205,0
1935,187,746,182,1768,0
2070,199,942,195,2180,0
2000,193,756,188,1784,0
732,4,179,3,744,1
716,3,176,1,723,1
746,10,349,6,761,1
722,4,177,1,730,1
742,10,347,6,757,1
2015,195,747,188,1461,0
2105,202,960,199,2210,0
1940,188,748,183,1772,0
2075,199,945,196,2185,0
2005,193,758,188,1788,0
734,4,179,3,746,1
718,3,176,1,725,1
748,10,350,6,763,1
724,4,177,1,732,1
744,10,348,6,759,1
2020,196,749,189,1464,0
2110,203,962,199,2215,0
1945,188,750,183,1776,0
2080,200,948,196,2190,0
2010,194,760,189,1792,0
736,4,180,3,748,1
720,3,177,1,727,1
750,10,351,6,765,1
726,4,178,1,734,1
746,10,349,6,761,1
2025,196,751,189,1467,0
2115,203,965,200,2220,0
1950,189,752,184,1780,0
2085,200,950,197,2195,0
2015,194,762,189,1796,0
738,4,180,3,750,1
